Stage_1 6267.684562  1.155130  17085.299773
Stage_1 6242.659906  1.154018  17017.095074
Stage_1 6217.735149  1.152775  16949.162649
Stage_1 6192.909892  1.151389  16881.501411
Stage_1 6168.183738  1.149852  16814.110278
Stage_1 6143.556291  1.148156  16746.988171
Stage_1 6119.027157  1.146294  16680.134015
Stage_1 6094.595943  1.144265  16613.546743
Stage_1 6070.262259  1.142067  16547.225287
Stage_1 6046.025715  1.139704  16481.168587
Stage_1 6021.885924  1.137186  16415.375587
Stage_1 5997.842500  1.134524  16349.845232
Stage_1 5973.895056  1.131736  16284.576476
Stage_1 5950.043212  1.128845  16219.568273
Stage_1 5926.286584  1.125877  16154.819584
Stage_1 5902.624792  1.122861  16090.329372
Stage_1 5879.057459  1.119830  16026.096606
Stage_1 5855.584207  1.116816  15962.120257
Stage_1 5832.204661  1.113852  15898.399303
Stage_1 5808.918446  1.110967  15834.932724
Stage_1 5785.725189  1.108190  15771.719503
Stage_1 5762.624521  1.105543  15708.758631
Stage_1 5739.616070  1.103047  15646.049099
Stage_1 5716.699470  1.100715  15583.589904
Stage_1 5693.874352  1.098556  15521.380048
Stage_1 5671.140353  1.096574  15459.418533
Stage_1 5648.497109  1.094769  15397.704369
Stage_1 5625.944256  1.093138  15336.236570
Stage_1 5603.481435  1.091674  15275.014150
Stage_1 5581.108285  1.090368  15214.036130
Stage_1 5558.824449  1.089210  15153.301536
Stage_1 5536.629571  1.088188  15092.809395
Stage_1 5514.523294  1.087291  15032.558739
Stage_1 5492.505267  1.086506  14972.548604
Stage_1 5470.575135  1.085823  14912.778031
Stage_1 5448.732549  1.085230  14853.246062
Stage_1 5426.977158  1.084717  14793.951745
Stage_1 5405.308616  1.084275  14734.894132
Stage_1 5383.726574  1.083894  14676.072278
Stage_1 5362.230688  1.083567  14617.485241
Stage_1 5340.820614  1.083286  14559.132084
Stage_1 5319.496009  1.083047  14501.011874
Stage_1 5298.256533  1.082842  14443.123680
Stage_1 5277.101844  1.082668  14385.466576
Stage_1 5256.031605  1.082519  14328.039640
Stage_1 5235.045479  1.082393  14270.841953
Stage_1 5214.143130  1.082286  14213.872600
Stage_1 5193.324223  1.082195  14157.130669
Stage_1 5172.588425  1.082118  14100.615253
Stage_1 5151.935405  1.082053  14044.325447
Stage_1 5131.364832  1.081998  13988.260350
Stage_1 5110.876377  1.081951  13932.419065
Stage_1 5090.469712  1.081912  13876.800700
Stage_1 5070.144511  1.081879  13821.404364
Stage_1 5049.900448  1.081851  13766.229170
Stage_1 5029.737199  1.081828  13711.274237
Stage_1 5009.654443  1.081808  13656.538684
Stage_1 4989.651857  1.081792  13602.021636
Stage_1 4969.729121  1.081778  13547.722221
Stage_1 4949.885918  1.081766  13493.639569
Stage_1 4930.121929  1.081756  13439.772816
Stage_1 4910.436837  1.081748  13386.121100
Stage_1 4890.830329  1.081741  13332.683562
Stage_1 4871.302090  1.081736  13279.459347
Stage_1 4851.851808  1.081731  13226.447604
Stage_1 4832.479172  1.081727  13173.647484
Stage_1 4813.183872  1.081724  13121.058143
Stage_1 4793.965599  1.081721  13068.678739
Stage_1 4774.824045  1.081719  13016.508434
Stage_1 4755.758904  1.081717  12964.546394
Stage_1 4736.769872  1.081715  12912.791786
Stage_1 4717.856644  1.081714  12861.243784
Stage_1 4699.018918  1.081713  12809.901562
Stage_1 4680.256393  1.081712  12758.764298
Stage_1 4661.568767  1.081711  12707.831175
Stage_1 4642.955743  1.081710  12657.101378
Stage_1 4624.417022  1.081710  12606.574094
Stage_1 4605.952308  1.081709  12556.248516
Stage_1 4587.561305  1.081709  12506.123838
Stage_1 4569.243720  1.081709  12456.199258
Stage_1 4550.999258  1.081708  12406.473978
Stage_1 4532.827629  1.081708  12356.947202
Stage_1 4514.728540  1.081708  12307.618137
Stage_1 4496.701704  1.081708  12258.485994
Stage_1 4478.746831  1.081708  12209.549988
Stage_1 4460.863634  1.081708  12160.809334
Stage_1 4443.051827  1.081708  12112.263253
Stage_1 4425.311124  1.081708  12063.910970
Stage_1 4407.641243  1.081708  12015.751708
Stage_1 4390.041900  1.081708  11967.784700
Stage_1 4372.512814  1.081708  11920.009175
Stage_1 4355.053705  1.081707  11872.424372
Stage_1 4337.664292  1.081707  11825.029527
Stage_1 4320.344298  1.081707  11777.823883
Stage_1 4303.093445  1.081707  11730.806685
Stage_1 4285.911458  1.081707  11683.977180
Stage_1 4268.798062  1.081707  11637.334618
Stage_1 4251.752983  1.081707  11590.878254
Stage_1 4234.775947  1.081707  11544.607345
Stage_1 4217.866685  1.081707  11498.521149
Stage_1 4201.024924  1.081707  11452.618930
Stage_1 4184.250396  1.081707  11406.899954
Stage_1 4167.542832  1.081707  11361.363487
Stage_1 4150.901964  1.081707  11316.008803
Stage_2 4134.327527  1.081707  11270.833801
Stage_2 4117.819256  1.081707  11225.840500
Stage_2 4101.376885  1.081707  11181.026813
Stage_2 4085.000153  1.081707  11136.392023
Stage_2 4068.688797  1.081707  11091.935415
Stage_2 4052.442556  1.081707  11047.656278
Stage_2 4036.261170  1.081707  11003.553904
Stage_2 4020.144380  1.081707  10959.627587
Stage_2 4004.091929  1.081707  10915.876624
Stage_2 3988.103560  1.081707  10872.300315
Stage_2 3972.179016  1.081707  10828.897964
Stage_2 3956.318043  1.081707  10785.668875
Stage_2 3940.520387  1.081707  10742.612357
Stage_2 3924.785795  1.081707  10699.727721
Stage_2 3909.114017  1.081707  10657.014281
Stage_2 3893.504800  1.081707  10614.471353
Stage_2 3877.957895  1.081707  10572.098257
Stage_2 3862.473054  1.081707  10529.894315
Stage_2 3847.050028  1.081707  10487.858851
Stage_2 3831.688572  1.081707  10445.991193
Stage_2 3816.388438  1.081707  10404.290672
Stage_2 3801.149383  1.081707  10362.756619
Stage_2 3785.971162  1.081707  10321.388370
Stage_2 3770.853533  1.081707  10280.185264
Stage_2 3755.796253  1.081707  10239.146641
Stage_2 3740.799083  1.081707  10198.271845
Stage_2 3725.861781  1.081707  10157.560221
Stage_2 3710.984109  1.081707  10117.011119
Stage_2 3696.165829  1.081707  10076.623888
Stage_2 3681.406703  1.081707  10036.397884
Stage_2 3666.706496  1.081707  9996.332463
Stage_2 3652.064973  1.081707  9956.426983
Stage_2 3637.481899  1.081707  9916.680806
Stage_2 3622.957040  1.081707  9877.093296
Stage_2 3608.490165  1.081707  9837.663820
Stage_2 3594.081042  1.081707  9798.391746
Stage_2 3579.729440  1.081707  9759.276447
Stage_2 3565.435130  1.081707  9720.317297
Stage_2 3551.197883  1.081707  9681.513672
Stage_2 3537.017471  1.081707  9642.864951
Stage_2 3522.893668  1.081707  9604.370517
Stage_2 3508.826247  1.081707  9566.029752
Stage_2 3494.814983  1.081707  9527.842044
Stage_2 3480.859652  1.081706  9489.806782
Stage_2 3466.960031  1.081706  9451.923357
Stage_2 3453.115898  1.081706  9414.191163
Stage_2 3439.327030  1.081706  9376.609596
Stage_2 3425.593208  1.081706  9339.178055
Stage_2 3411.914212  1.081706  9301.895941
Stage_2 3398.289822  1.081706  9264.762658
Stage_2 3384.719821  1.081705  9227.777611
Stage_2 3371.203991  1.081705  9190.940208
Stage_2 3357.742117  1.081705  9154.249861
Stage_2 3344.333982  1.081704  9117.705982
Stage_2 3330.979374  1.081704  9081.307987
Stage_2 3317.678076  1.081704  9045.055292
Stage_2 3304.429878  1.081703  9008.947319
Stage_2 3291.234567  1.081703  8972.983489
Stage_2 3278.091931  1.081702  8937.163227
Stage_2 3265.001761  1.081701  8901.485959
Stage_2 3251.963848  1.081701  8865.951116
Stage_2 3238.977981  1.081700  8830.558128
Stage_2 3226.043955  1.081699  8795.306429
Stage_2 3213.161561  1.081698  8760.195455
Stage_2 3200.330594  1.081696  8725.224644
Stage_2 3187.550848  1.081695  8690.393438
Stage_2 3174.822119  1.081693  8655.701277
Stage_2 3162.144203  1.081691  8621.147608
Stage_2 3149.516898  1.081689  8586.731878
Stage_2 3136.940001  1.081686  8552.453535
Stage_2 3124.413311  1.081684  8518.312032
Stage_2 3111.936627  1.081680  8484.306822
Stage_2 3099.509751  1.081677  8450.437361
Stage_2 3087.132483  1.081672  8416.703107
Stage_2 3074.804626  1.081668  8383.103521
Stage_2 3062.525981  1.081662  8349.638064
Stage_2 3050.296352  1.081656  8316.306202
Stage_2 3038.115545  1.081648  8283.107401
Stage_2 3025.983363  1.081640  8250.041130
Stage_2 3013.899613  1.081631  8217.106859
Stage_2 3001.864102  1.081620  8184.304063
Stage_2 2989.876636  1.081607  8151.632215
Stage_2 2977.937025  1.081593  8119.090794
Stage_2 2966.045077  1.081576  8086.679278
Stage_2 2954.200601  1.081558  8054.397149
Stage_2 2942.403409  1.081536  8022.243891
Stage_2 2930.653311  1.081511  7990.218989
Stage_2 2918.950120  1.081483  7958.321930
Stage_2 2907.293648  1.081451  7926.552205
Stage_2 2895.683709  1.081414  7894.909305
Stage_2 2884.120116  1.081371  7863.392723
Stage_2 2872.602686  1.081323  7832.001956
Stage_2 2861.131234  1.081268  7800.736501
Stage_2 2849.705575  1.081206  7769.595858
Stage_2 2838.325528  1.081134  7738.579529
Stage_2 2826.990910  1.081054  7707.687017
Stage_2 2815.701541  1.080964  7676.917828
Stage_2 2804.457238  1.080864  7646.271470
Stage_2 2793.257823  1.080752  7615.747452
Stage_2 2782.103116  1.080629  7585.345286
Stage_2 2770.992938  1.080493  7555.064487
Stage_2 2759.927113  1.080345  7524.904568
Stage_2 2748.905463  1.080185  7494.865048
Stage_2 2737.927811  1.080011  7464.945446
Stage_2 2726.993982  1.079825  7435.145283
Stage_2 2716.103801  1.079627  7405.464082
Stage_2 2705.257093  1.079417  7375.901369
Stage_2 2694.453686  1.079195  7346.456671
Stage_2 2683.693406  1.078962  7317.129516
Stage_2 2672.976082  1.078719  7287.919435
Stage_2 2662.301541  1.078466  7258.825961
Stage_2 2651.669613  1.078203  7229.848628
Stage_2 2641.080127  1.077931  7200.986973
Stage_2 2630.532915  1.077651  7172.240534
Stage_2 2620.027808  1.077363  7143.608851
Stage_2 2609.564637  1.077068  7115.091466
Stage_2 2599.143235  1.076766  7086.687922
Stage_2 2588.763435  1.076458  7058.397765
Stage_2 2578.425072  1.076143  7030.220543
Stage_2 2568.127980  1.075823  7002.155805
Stage_2 2557.871994  1.075497  6974.203101
Stage_2 2547.656949  1.075167  6946.361984
Stage_2 2537.482684  1.074830  6918.632010
Stage_2 2527.349034  1.074489  6891.012733
Stage_2 2517.255837  1.074144  6863.503713
Stage_2 2507.202933  1.073793  6836.104509
Stage_2 2497.190160  1.073437  6808.814683
Stage_2 2487.217359  1.073077  6781.633798
Stage_2 2477.284368  1.072711  6754.561420
Stage_2 2467.391031  1.072341  6727.597114
Stage_2 2457.537188  1.071965  6700.740450
Stage_2 2447.722681  1.071584  6673.990998
Stage_2 2437.947354  1.071198  6647.348330
Stage_2 2428.211050  1.070805  6620.812019
Stage_2 2418.513614  1.070407  6594.381642
Stage_2 2408.854890  1.070002  6568.056775
Stage_2 2399.234723  1.069590  6541.836996
Stage_2 2389.652961  1.069171  6515.721888
Stage_2 2380.109448  1.068745  6489.711031
Stage_2 2370.604034  1.068311  6463.804009
Stage_2 2361.136566  1.067868  6438.000408
Stage_2 2351.706891  1.067418  6412.299816
Stage_2 2342.314860  1.066958  6386.701820
Stage_2 2332.960322  1.066490  6361.206012
Stage_2 2323.643128  1.066012  6335.811983
Stage_2 2314.363128  1.065523  6310.519327
Stage_2 2305.120173  1.065025  6285.327639
Stage_2 2295.914117  1.064517  6260.236517
Stage_2 2286.744812  1.063997  6235.245559
Stage_2 2277.612110  1.063467  6210.354364
Stage_2 2268.515866  1.062926  6185.562536
Stage_2 2259.455935  1.062374  6160.869676
Stage_2 2250.432170  1.061810  6136.275391
Stage_2 2241.444429  1.061236  6111.779285
Stage_2 2232.492567  1.060649  6087.380969
Stage_2 2223.576441  1.060052  6063.080051
Stage_2 2214.695908  1.059442  6038.876141
Stage_2 2205.850826  1.058821  6014.768854
Stage_2 2197.041054  1.058189  5990.757804
Stage_2 2188.266451  1.057544  5966.842605
Stage_2 2179.526876  1.056886  5943.022877
Stage_2 2170.822190  1.056216  5919.298236
Stage_2 2162.152252  1.055533  5895.668304
Stage_2 2153.516925  1.054836  5872.132703
Stage_2 2144.916071  1.054125  5848.691057
Stage_2 2136.349551  1.053400  5825.342989
Stage_2 2127.817229  1.052659  5802.088127
Stage_2 2119.318968  1.051902  5778.926098
Stage_2 2110.854632  1.051128  5755.856533
Stage_2 2102.424086  1.050337  5732.879061
Stage_2 2094.027194  1.049529  5709.993315
Stage_2 2085.663823  1.048701  5687.198929
Stage_2 2077.333839  1.047855  5664.495538
Stage_2 2069.037108  1.046989  5641.882779
Stage_2 2060.773498  1.046102  5619.360290
Stage_2 2052.542876  1.045194  5596.927711
Stage_2 2044.345111  1.044265  5574.584683
Stage_2 2036.180072  1.043314  5552.330849
Stage_2 2028.047627  1.042341  5530.165851
Stage_2 2019.947648  1.041345  5508.089336
Stage_2 2011.880003  1.040326  5486.100951
Stage_2 2003.844565  1.039284  5464.200344
Stage_2 1995.841204  1.038219  5442.387163
Stage_2 1987.869792  1.037130  5420.661061
Stage_2 1979.930203  1.036019  5399.021689
Stage_2 1972.022308  1.034884  5377.468702
Stage_2 1964.145982  1.033727  5356.001754
Stage_2 1956.301099  1.032549  5334.620502
Stage_2 1948.487532  1.031349  5313.324605
Stage_2 1940.705157  1.030130  5292.113720
Stage_2 1932.953849  1.028892  5270.987509
Stage_2 1925.233485  1.027638  5249.945634
Stage_2 1917.543940  1.026368  5228.987758
Stage_2 1909.885092  1.025085  5208.113546
Stage_2 1902.256819  1.023791  5187.322664
Stage_2 1894.658997  1.022489  5166.614779
Stage_2 1887.091506  1.021183  5145.989559
Stage_2 1879.554225  1.019875  5125.446676
Stage_2 1872.047032  1.018570  5104.985800
Stage_2 1864.569809  1.017272  5084.606603
Stage_2 1857.122434  1.015985  5064.308761
Stage_2 1849.704790  1.014714  5044.091947
Stage_2 1842.316756  1.013465  5023.955839
Stage_2 1834.958216  1.012242  5003.900114
Stage_2 1827.629051  1.011052  4983.924452
Stage_2 1820.329145  1.009900  4964.028532
Stage_2 1813.058379  1.008792  4944.212038
Stage_2 1805.816639  1.007734  4924.474650
Stage_2 1798.603808  1.006730  4904.816055
Stage_2 1791.419770  1.005786  4885.235936
Stage_2 1784.264411  1.004906  4865.733982
Stage_2 1777.137617  1.004095  4846.309879
Stage_2 1770.039272  1.003353  4826.963318
Stage_2 1762.969265  1.002683  4807.693988
Stage_2 1755.927481  1.002086  4788.501582
Stage_2 1748.913808  1.001559  4769.385791
Stage_2 1741.928133  1.001100  4750.346311
Stage_2 1734.970345  1.000704  4731.382837
Stage_2 1728.040333  1.000367  4712.495065
Stage_2 1721.137986  1.000080  4693.682693
Stage_2 1714.263193  0.999836  4674.945421
Stage_2 1707.415844  0.999626  4656.282947
Stage_2 1700.595829  0.999441  4637.694974
Stage_3 1693.803041  0.999273  4619.181204
Stage_3 1687.037369  0.999112  4600.741341
Stage_3 1680.298706  0.998950  4582.375090
Stage_3 1673.586943  0.998780  4564.082157
Stage_3 1666.901974  0.998595  4545.862250
Stage_3 1660.243692  0.998389  4527.715076
Stage_3 1653.611989  0.998157  4509.640346
Stage_3 1647.006761  0.997893  4491.637769
Stage_4 1640.427900  0.997590  4473.707056
Stage_4 1633.875303  0.997244  4455.847925
Stage_4 1627.348863  0.996846  4438.060088
Stage_4 1620.848477  0.996391  4420.343259
Stage_4 1614.374040  0.995867  4402.697156
Stage_4 1607.925450  0.995267  4385.121495
Stage_4 1601.502603  0.994579  4367.615997
Stage_4 1595.105395  0.993791  4350.180380
Stage_4 1588.733725  0.992889  4332.814365
Stage_4 1582.387491  0.991856  4315.517676
Stage_4 1576.066592  0.990677  4298.290034
Stage_4 1569.770925  0.989332  4281.131164
Stage_4 1563.500391  0.987802  4264.040792
Stage_4 1557.254888  0.986017  4247.018644
Stage_4 1551.034318  0.984044  4230.064447
Stage_4 1544.838581  0.981805  4213.177931
Stage_4 1538.667577  0.979275  4196.358825
Stage_4 1532.521207  0.976433  4179.606860
Stage_4 1526.399374  0.973254  4162.921767
Stage_4 1520.301980  0.969712  4146.303280
Stage_4 1514.228926  0.965787  4129.751132
Stage_4 1508.180116  0.961456  4113.265059
Stage_4 1502.155453  0.956702  4096.844797
Stage_4 1496.154840  0.951511  4080.490082
Stage_4 1490.178182  0.945872  4064.200654
Stage_4 1484.225383  0.939776  4047.976251
Stage_4 1478.296348  0.933219  4031.816614
Stage_4 1472.390981  0.926202  4015.721484
Stage_4 1466.509188  0.918727  3999.690603
Stage_4 1460.650876  0.910800  3983.723715
Stage_4 1454.815950  0.902430  3967.820564
Stage_4 1449.004317  0.893629  3951.980896
Stage_4 1443.215885  0.884409  3936.204458
Stage_4 1437.450559  0.874785  3920.490960
Stage_4 1431.708249  0.864782  3904.840222
Stage_4 1425.988863  0.854410  3889.251960
Stage_4 1420.292308  0.843694  3873.725922
Stage_4 1414.618494  0.832652  3858.261861
Stage_4 1408.967330  0.821307  3842.859529
Stage_4 1403.338725  0.809680  3827.518679
Stage_4 1397.732590  0.797793  3812.239067
Stage_4 1392.148835  0.785669  3797.020447
Stage_4 1386.587370  0.773329  3781.862575
Stage_4 1381.048106  0.760795  3766.765209
Stage_4 1375.530955  0.748089  3751.728108
Stage_4 1370.035829  0.735232  3736.751031
Stage_4 1364.562640  0.722243  3721.833737
Stage_4 1359.111299  0.709143  3706.975988
Stage_4 1353.681720  0.695951  3692.177546
Stage_4 1348.273816  0.682684  3677.438175
Stage_4 1342.887501  0.669362  3662.757637
Stage_4 1337.522688  0.656000  3648.135699
Stage_4 1332.179291  0.642614  3633.572125
Stage_4 1326.857225  0.629221  3619.066682
Stage_4 1321.556405  0.615834  3604.619139
Stage_4 1316.276745  0.602467  3590.229264
Stage_4 1311.018163  0.589135  3575.896826
Stage_4 1305.780572  0.575848  3561.621595
Stage_4 1300.563890  0.562618  3547.403344
Stage_4 1295.368033  0.549457  3533.241843
Stage_4 1290.192918  0.536375  3519.136867
Stage_4 1285.038462  0.523381  3505.088188
Stage_4 1279.904583  0.510486  3491.095583
Stage_4 1274.791198  0.497697  3477.158825
Stage_4 1269.698226  0.485022  3463.277693
Stage_4 1264.625585  0.472469  3449.451964
Stage_4 1259.573195  0.460046  3435.681415
Stage_4 1254.540973  0.447759  3421.965826
Stage_4 1249.528840  0.435614  3408.304977
Stage_4 1244.536716  0.423617  3394.698649
Stage_4 1239.564520  0.411775  3381.146623
Stage_4 1234.612173  0.400092  3367.648681
Stage_4 1229.679596  0.388573  3354.204608
Stage_4 1224.766710  0.377223  3340.814187
Stage_4 1219.873436  0.366046  3327.477202
Stage_4 1214.999696  0.355046  3314.193441
Stage_4 1210.145413  0.344228  3300.962688
Stage_4 1205.310507  0.333593  3287.784732
Stage_4 1200.494903  0.323147  3274.659361
Stage_4 1195.698522  0.312890  3261.586363
Stage_4 1190.921289  0.302827  3248.565528
Stage_4 1186.163127  0.292960  3235.596647
Stage_4 1181.423959  0.283289  3222.679510
Stage_4 1176.703710  0.273818  3209.813910
Stage_4 1172.002304  0.264548  3196.999638
Stage_4 1167.319666  0.255480  3184.236489
Stage_4 1162.655722  0.246614  3171.524257
Stage_4 1158.010396  0.237953  3158.862735
Stage_4 1153.383614  0.229495  3146.251720
Stage_4 1148.775302  0.221242  3133.691008
Stage_4 1144.185387  0.213193  3121.180395
Stage_4 1139.613795  0.205349  3108.719679
Stage_4 1135.060452  0.197707  3096.308657
Stage_4 1130.525287  0.190269  3083.947130
Stage_4 1126.008226  0.183032  3071.634896
Stage_4 1121.509197  0.175995  3059.371754
Stage_4 1117.028128  0.169158  3047.157506
Stage_4 1112.564948  0.162518  3034.991953
Stage_4 1108.119585  0.156074  3022.874896
Stage_4 1103.691968  0.149823  3010.806137
Stage_4 1099.282026  0.143763  2998.785480
Stage_4 1094.889688  0.137892  2986.812726
Stage_4 1090.514885  0.132208  2974.887681
Stage_4 1086.157546  0.126708  2963.010148
Stage_4 1081.817601  0.121388  2951.179932
Stage_4 1077.494982  0.116246  2939.396838
Stage_4 1073.189618  0.111279  2927.660670
Stage_4 1068.901442  0.106484  2915.971236
Stage_4 1064.630384  0.101857  2904.328340
Stage_4 1060.376376  0.097395  2892.731790
Stage_4 1056.139350  0.093094  2881.181392
Stage_4 1051.919239  0.088952  2869.676952
Stage_4 1047.715974  0.084963  2858.218278
Stage_4 1043.529489  0.081126  2846.805177
Stage_4 1039.359716  0.077435  2835.437457
Stage_4 1035.206589  0.073888  2824.114924
Stage_4 1031.070041  0.070480  2812.837387
Stage_4 1026.950006  0.067209  2801.604652
Stage_4 1022.846419  0.064069  2790.416529
Stage_4 1018.759213  0.061057  2779.272822
Stage_4 1014.688323  0.058171  2768.173341
Stage_4 1010.633685  0.055405  2757.117893
Stage_4 1006.595232  0.052756  2746.106283
Stage_4 1002.572902  0.050220  2735.138320
Stage_4 998.566628  0.047794  2724.213809
Stage_4 994.576347  0.045475  2713.332556
Stage_4 990.601996  0.043258  2702.494366
Stage_4 986.643510  0.041140  2691.699046
Stage_4 982.700827  0.039118  2680.946400
Stage_4 978.773882  0.037188  2670.236232
Stage_4 974.862615  0.035347  2659.568345
Stage_4 970.966961  0.033591  2648.942542
Stage_4 967.086858  0.031918  2638.358626
Stage_4 963.222245  0.030324  2627.816398
Stage_4 959.373060  0.028806  2617.315659
Stage_4 955.539240  0.027362  2606.856209
Stage_4 951.720725  0.025987  2596.437848
Stage_4 947.917454  0.024680  2586.060374
Stage_4 944.129366  0.023438  2575.723586
Stage_4 940.356399  0.022258  2565.427280
Stage_4 936.598494  0.021136  2555.171253
Stage_4 932.855591  0.020072  2544.955300
Stage_4 929.127630  0.019062  2534.779218
Stage_4 925.414550  0.018103  2524.642801
Stage_4 921.716293  0.017195  2514.545844
Stage_4 918.032800  0.016333  2504.488140
Stage_4 914.364011  0.015517  2494.469484
Stage_4 910.709869  0.014743  2484.489670
Stage_4 907.070313  0.014011  2474.548491
Stage_4 903.445287  0.013318  2464.645743
Stage_4 899.834731  0.012662  2454.781220
Stage_4 896.238590  0.012041  2444.954719
Stage_4 892.656804  0.011454  2435.166036
Stage_4 889.089316  0.010899  2425.414969
Stage_4 885.536070  0.010375  2415.701319
Stage_4 881.997009  0.009879  2406.024887
Stage_4 878.472075  0.009410  2396.385476
Stage_4 874.961213  0.008968  2386.782892
Stage_4 871.464367  0.008550  2377.216944
Stage_4 867.981480  0.008155  2367.687444
Stage_4 864.512496  0.007782  2358.194207
Stage_4 861.057361  0.007431  2348.737050
Stage_4 857.616019  0.007098  2339.315795
Stage_4 854.188415  0.006785  2329.930267
Stage_4 850.774494  0.006489  2320.580296
Stage_4 847.374201  0.006209  2311.265716
Stage_4 843.987482  0.005946  2301.986364
Stage_4 840.614283  0.005697  2292.742081
Stage_4 837.254550  0.005462  2283.532714
Stage_4 833.908229  0.005240  2274.358112
Stage_5 830.575266  0.005030  2265.444706
Stage_5 827.255609  0.004832  2256.158293
Stage_5 823.949203  0.004645  2247.065749
Stage_5 820.655997  0.004469  2238.150920
Stage_5 817.375938  0.004302  2229.042750
Stage_5 814.108972  0.004144  2220.060222
Stage_5 810.855049  0.003995  2211.192866
Stage_5 807.614115  0.003854  2201.522248
Stage_5 804.386119  0.003720  2193.241804
Stage_5 801.171009  0.003593  2184.505236
Stage_5 797.968733  0.003474  2175.722289
Stage_5 794.779242  0.003360  2166.896829
Stage_5 791.602483  0.003253  2158.700929
Stage_5 788.438405  0.003151  2149.620590
Stage_5 785.286958  0.003054  2140.879474
Stage_5 782.148093  0.002962  2132.449312
Stage_5 779.021757  0.002874  2123.673657
Stage_5 775.907902  0.002791  2115.067657
Stage_5 772.806477  0.002713  2106.617173
Stage_5 769.717433  0.002637  2097.456558
Stage_5 766.640721  0.002566  2089.409586
Stage_5 763.576291  0.002498  2081.072890
Stage_5 760.524095  0.002433  2072.470614
Stage_5 757.484082  0.002371  2064.264619
Stage_5 754.456206  0.002312  2055.965699
Stage_5 751.440417  0.002256  2047.581598
Stage_5 748.436666  0.002202  2039.743208
Stage_5 745.444907  0.002150  2031.245493
Stage_5 742.465091  0.002101  2022.956939
Stage_5 739.497171  0.002054  2014.860117
Stage_5 736.541098  0.002009  2006.161368
Stage_5 733.596826  0.001965  1998.328749
Stage_5 730.664308  0.001924  1990.328178
Stage_5 727.743496  0.001884  1982.173652
Stage_5 724.834344  0.001846  1974.658320
Stage_5 721.936806  0.001809  1966.411169
Stage_5 719.050834  0.001774  1958.357573
Stage_5 716.176384  0.001740  1950.481403
Stage_5 713.313408  0.001707  1942.194936
Stage_5 710.461861  0.001676  1934.486353
Stage_5 707.621698  0.001645  1926.529779
Stage_5 704.792873  0.001616  1919.325319
Stage_5 701.975340  0.001588  1911.289878
Stage_5 699.169055  0.001561  1903.435774
Stage_5 696.373973  0.001535  1895.747896
Stage_5 693.590048  0.001509  1887.762877
